sample	accession	title	internal_id	cell_type	source	patient	day	replicate	bio_id
ICHSeqBatch5redo_C03	GSM4975935	CD14+ monos/macs from blood of ICH patient number 2215 on day 2 of study - replicate 1	ICHSeqBatch5redo_C03	Monocyte	ICHBlood	2215	2	1	Monocyte|ICHBlood|2215|2
ICHSeqBatch5redo_D10	GSM4975773	CD14+ monos/macs from hematoma of ICH patient number 2375 on day 3 of study - replicate 2	ICHSeqBatch5redo_D10	Monocyte	Hematoma	2375	3	2	Monocyte|Hematoma|2375|3
ICHSeqBatch5redo_D11	GSM4975776	CD14+ monos/macs from hematoma of ICH patient number 2375 on day 4 of study - replicate 2	ICHSeqBatch5redo_D11	Monocyte	Hematoma	2375	4	2	Monocyte|Hematoma|2375|4
ICHSeqBatch5redo_D04	GSM4975765	CD14+ monos/macs from hematoma of ICH patient number 2375 on day 1 of study - replicate 1	ICHSeqBatch5redo_D04	Monocyte	Hematoma	2375	1	1	Monocyte|Hematoma|2375|1
ICHSeqBatch5redo_C08	GSM4975934	CD14+ monos/macs from hematoma of ICH patient number 2215 on day 1 of study - replicate 1	ICHSeqBatch5redo_C08	Monocyte	Hematoma	2215	1	1	Monocyte|Hematoma|2215|1
ICHSeqBatch5redo_C12	GSM4975944	CD14+ monos/macs from hematoma of ICH patient number 2215 on day 5 of study - replicate 1	ICHSeqBatch5redo_C12	Monocyte	Hematoma	2215	5	1	Monocyte|Hematoma|2215|5
ICHSeqBatch5redo_B05	GSM4975920	CD14+ monos/macs from blood of ICH patient number 2385 on day 4 of study - replicate 1	ICHSeqBatch5redo_B05	Monocyte	ICHBlood	2385	4	1	Monocyte|ICHBlood|2385|4
ICHSeqBatch5redo_D06	GSM4975772	CD14+ monos/macs from hematoma of ICH patient number 2375 on day 3 of study - replicate 1	ICHSeqBatch5redo_D06	Monocyte	Hematoma	2375	3	1	Monocyte|Hematoma|2375|3
ICHSeqBatch5redo_D02	GSM4975942	CD14+ monos/macs from hematoma of ICH patient number 2215 on day 4 of study - replicate 2	ICHSeqBatch5redo_D02	Monocyte	Hematoma	2215	4	2	Monocyte|Hematoma|2215|4
ICHSeqBatch5redo_B07	GSM4975912	CD14+ monos/macs from hematoma of ICH patient number 2385 on day 1 of study - replicate 1	ICHSeqBatch5redo_B07	Monocyte	Hematoma	2385	1	1	Monocyte|Hematoma|2385|1
ICHSeqBatch5redo_B03	GSM4975913	CD14+ monos/macs from blood of ICH patient number 2385 on day 2 of study - replicate 1	ICHSeqBatch5redo_B03	Monocyte	ICHBlood	2385	2	1	Monocyte|ICHBlood|2385|2
ICHSeqBatch5redo_A12	GSM4975815	CD14+ monos/macs from hematoma of ICH patient number 2379 on day 5 of study - replicate 1	ICHSeqBatch5redo_A12	Monocyte	Hematoma	2379	5	1	Monocyte|Hematoma|2379|5
ICHSeqBatch5redo_C11	GSM4975941	CD14+ monos/macs from hematoma of ICH patient number 2215 on day 4 of study - replicate 1	ICHSeqBatch5redo_C11	Monocyte	Hematoma	2215	4	1	Monocyte|Hematoma|2215|4
ICHSeqBatch5redo_D07	GSM4975775	CD14+ monos/macs from hematoma of ICH patient number 2375 on day 4 of study - replicate 1	ICHSeqBatch5redo_D07	Monocyte	Hematoma	2375	4	1	Monocyte|Hematoma|2375|4
ICHSeqBatch5redo_C09	GSM4975936	CD14+ monos/macs from hematoma of ICH patient number 2215 on day 2 of study - replicate 1	ICHSeqBatch5redo_C09	Monocyte	Hematoma	2215	2	1	Monocyte|Hematoma|2215|2
ICHSeqBatch5redo_B11	GSM4975919	CD14+ monos/macs from hematoma of ICH patient number 2385 on day 3 of study - replicate 2	ICHSeqBatch5redo_B11	Monocyte	Hematoma	2385	3	2	Monocyte|Hematoma|2385|3
ICHSeqBatch5redo_E02	GSM4975774	CD14+ monos/macs from blood of ICH patient number 2375 on day 4 of study - replicate 1	ICHSeqBatch5redo_E02	Monocyte	ICHBlood	2375	4	1	Monocyte|ICHBlood|2375|4
ICHSeqBatch5redo_B10	GSM4975918	CD14+ monos/macs from hematoma of ICH patient number 2385 on day 3 of study - replicate 1	ICHSeqBatch5redo_B10	Monocyte	Hematoma	2385	3	1	Monocyte|Hematoma|2385|3
ICHSeqBatch5redo_D09	GSM4975769	CD14+ monos/macs from hematoma of ICH patient number 2375 on day 2 of study - replicate 2	ICHSeqBatch5redo_D09	Monocyte	Hematoma	2375	2	2	Monocyte|Hematoma|2375|2
ICHSeqBatch5redo_A03	GSM4975809	CD14+ monos/macs from blood of ICH patient number 2379 on day 3 of study - replicate 1	ICHSeqBatch5redo_A03	Monocyte	ICHBlood	2379	3	1	Monocyte|ICHBlood|2379|3
ICHSeqBatch5redo_C06	GSM4975943	CD14+ monos/macs from blood of ICH patient number 2215 on day 5 of study - replicate 1	ICHSeqBatch5redo_C06	Monocyte	ICHBlood	2215	5	1	Monocyte|ICHBlood|2215|5
ICHSeqBatch5redo_C04	GSM4975937	CD14+ monos/macs from blood of ICH patient number 2215 on day 3 of study - replicate 1	ICHSeqBatch5redo_C04	Monocyte	ICHBlood	2215	3	1	Monocyte|ICHBlood|2215|3
ICHSeqBatch5redo_D05	GSM4975768	CD14+ monos/macs from hematoma of ICH patient number 2375 on day 2 of study - replicate 1	ICHSeqBatch5redo_D05	Monocyte	Hematoma	2375	2	1	Monocyte|Hematoma|2375|2
ICHSeqBatch5redo_B06	GSM4975917	CD14+ monos/macs from blood of ICH patient number 2385 on day 3 of study - replicate 2	ICHSeqBatch5redo_B06	Monocyte	ICHBlood	2385	3	2	Monocyte|ICHBlood|2385|3
ICHSeqBatch5redo_A10	GSM4975812	CD14+ monos/macs from hematoma of ICH patient number 2379 on day 4 of study - replicate 1	ICHSeqBatch5redo_A10	Monocyte	Hematoma	2379	4	1	Monocyte|Hematoma|2379|4
ICHSeqBatch5redo_C02	GSM4975933	CD14+ monos/macs from blood of ICH patient number 2215 on day 1 of study - replicate 1	ICHSeqBatch5redo_C02	Monocyte	ICHBlood	2215	1	1	Monocyte|ICHBlood|2215|1
ICHSeqBatch5redo_E04	GSM4975771	CD14+ monos/macs from blood of ICH patient number 2375 on day 3 of study - replicate 2	ICHSeqBatch5redo_E04	Monocyte	ICHBlood	2375	3	2	Monocyte|ICHBlood|2375|3
ICHSeqBatch5redo_D08	GSM4975766	CD14+ monos/macs from hematoma of ICH patient number 2375 on day 1 of study - replicate 2	ICHSeqBatch5redo_D08	Monocyte	Hematoma	2375	1	2	Monocyte|Hematoma|2375|1
ICHSeqBatch5redo_B04	GSM4975916	CD14+ monos/macs from blood of ICH patient number 2385 on day 3 of study - replicate 1	ICHSeqBatch5redo_B04	Monocyte	ICHBlood	2385	3	1	Monocyte|ICHBlood|2385|3
ICHSeqBatch5redo_A02	GSM4975807	CD14+ monos/macs from blood of ICH patient number 2379 on day 2 of study - replicate 1	ICHSeqBatch5redo_A02	Monocyte	ICHBlood	2379	2	1	Monocyte|ICHBlood|2379|2
ICHSeqBatch5redo_B09	GSM4975915	CD14+ monos/macs from hematoma of ICH patient number 2385 on day 2 of study - replicate 2	ICHSeqBatch5redo_B09	Monocyte	Hematoma	2385	2	2	Monocyte|Hematoma|2385|2
ICHSeqBatch5redo_B12	GSM4975921	CD14+ monos/macs from hematoma of ICH patient number 2385 on day 4 of study - replicate 1	ICHSeqBatch5redo_B12	Monocyte	Hematoma	2385	4	1	Monocyte|Hematoma|2385|4
ICHSeqBatch5redo_E03	GSM4975777	CD14+ monos/macs from blood of ICH patient number 2375 on day 5 of study - replicate 1	ICHSeqBatch5redo_E03	Monocyte	ICHBlood	2375	5	1	Monocyte|ICHBlood|2375|5
ICHSeqBatch5redo_E01	GSM4975770	CD14+ monos/macs from blood of ICH patient number 2375 on day 3 of study - replicate 1	ICHSeqBatch5redo_E01	Monocyte	ICHBlood	2375	3	1	Monocyte|ICHBlood|2375|3
ICHSeqBatch5redo_D12	GSM4975767	CD14+ monos/macs from blood of ICH patient number 2375 on day 2 of study - replicate 1	ICHSeqBatch5redo_D12	Monocyte	ICHBlood	2375	2	1	Monocyte|ICHBlood|2375|2
ICHSeqBatch5redo_A05	GSM4975814	CD14+ monos/macs from blood of ICH patient number 2379 on day 5 of study - replicate 1	ICHSeqBatch5redo_A05	Monocyte	ICHBlood	2379	5	1	Monocyte|ICHBlood|2379|5
ICHSeqBatch5redo_A06	GSM4975810	CD14+ monos/macs from blood of ICH patient number 2379 on day 3 of study - replicate 2	ICHSeqBatch5redo_A06	Monocyte	ICHBlood	2379	3	2	Monocyte|ICHBlood|2379|3
ICHSeqBatch5redo_B02	GSM4975911	CD14+ monos/macs from blood of ICH patient number 2385 on day 1 of study - replicate 1	ICHSeqBatch5redo_B02	Monocyte	ICHBlood	2385	1	1	Monocyte|ICHBlood|2385|1
ICHSeqBatch5redo_A08	GSM4975808	CD14+ monos/macs from hematoma of ICH patient number 2379 on day 2 of study - replicate 1	ICHSeqBatch5redo_A08	Monocyte	Hematoma	2379	2	1	Monocyte|Hematoma|2379|2
ICHSeqBatch5redo_C10	GSM4975939	CD14+ monos/macs from hematoma of ICH patient number 2215 on day 3 of study - replicate 1	ICHSeqBatch5redo_C10	Monocyte	Hematoma	2215	3	1	Monocyte|Hematoma|2215|3
ICHSeqBatch5redo_A01	GSM4975806	CD14+ monos/macs from blood of ICH patient number 2379 on day 1 of study - replicate 1	ICHSeqBatch5redo_A01	Monocyte	ICHBlood	2379	1	1	Monocyte|ICHBlood|2379|1
ICHSeqBatch5redo_C05	GSM4975940	CD14+ monos/macs from blood of ICH patient number 2215 on day 4 of study - replicate 1	ICHSeqBatch5redo_C05	Monocyte	ICHBlood	2215	4	1	Monocyte|ICHBlood|2215|4
ICHSeqBatch5redo_B01	GSM4975816	CD14+ monos/macs from hematoma of ICH patient number 2379 on day 5 of study - replicate 2	ICHSeqBatch5redo_B01	Monocyte	Hematoma	2379	5	2	Monocyte|Hematoma|2379|5
ICHSeqBatch5redo_A11	GSM4975813	CD14+ monos/macs from hematoma of ICH patient number 2379 on day 4 of study - replicate 2	ICHSeqBatch5redo_A11	Monocyte	Hematoma	2379	4	2	Monocyte|Hematoma|2379|4
ICHSeqBatch5redo_B08	GSM4975914	CD14+ monos/macs from hematoma of ICH patient number 2385 on day 2 of study - replicate 1	ICHSeqBatch5redo_B08	Monocyte	Hematoma	2385	2	1	Monocyte|Hematoma|2385|2
ICHSeqBatch5redo_A04	GSM4975811	CD14+ monos/macs from blood of ICH patient number 2379 on day 4 of study - replicate 1	ICHSeqBatch5redo_A04	Monocyte	ICHBlood	2379	4	1	Monocyte|ICHBlood|2379|4
ICHSeqBatch5redo_D03	GSM4975945	CD14+ monos/macs from hematoma of ICH patient number 2215 on day 5 of study - replicate 2	ICHSeqBatch5redo_D03	Monocyte	Hematoma	2215	5	2	Monocyte|Hematoma|2215|5
ICHSeqBatch5redo_C01	GSM4975922	CD14+ monos/macs from hematoma of ICH patient number 2385 on day 4 of study - replicate 2	ICHSeqBatch5redo_C01	Monocyte	Hematoma	2385	4	2	Monocyte|Hematoma|2385|4
ICHSeqBatch5redo_C07	GSM4975938	CD14+ monos/macs from blood of ICH patient number 2215 on day 3 of study - replicate 2	ICHSeqBatch5redo_C07	Monocyte	ICHBlood	2215	3	2	Monocyte|ICHBlood|2215|3
ICHSeqBatch6redo_D03	GSM4975954	CD14+ monos/macs from hematoma of ICH patient number 2287 on day 3 of study - replicate 1	ICHSeqBatch6redo_D03	Monocyte	Hematoma	2287	3	1	Monocyte|Hematoma|2287|3
ICHSeqBatch6redo_D09	GSM4975956	CD14+ monos/macs from blood of ICH patient number 2287 on day 4 of study - replicate 1	ICHSeqBatch6redo_D09	Monocyte	ICHBlood	2287	4	1	Monocyte|ICHBlood|2287|4
ICHSeqBatch6redo_D10	GSM4975957	CD14+ monos/macs from blood of ICH patient number 2287 on day 5 of study - replicate 1	ICHSeqBatch6redo_D10	Monocyte	ICHBlood	2287	5	1	Monocyte|ICHBlood|2287|5
ICHSeqBatch6redo_C06	GSM4975929	CD14+ monos/macs from hematoma of ICH patient number 2129 on day 4 of study - replicate 2	ICHSeqBatch6redo_C06	Monocyte	Hematoma	2129	4	2	Monocyte|Hematoma|2129|4
ICHSeqBatch6redo_A04	GSM4975804	CD14+ monos/macs from hematoma of ICH patient number 2046 on day 4 of study - replicate 1	ICHSeqBatch6redo_A04	Monocyte	Hematoma	2046	4	1	Monocyte|Hematoma|2046|4
ICHSeqBatch6redo_B05	GSM4975895	CD14+ monos/macs from hematoma of ICH patient number 2421 on day 2 of study - replicate 2	ICHSeqBatch6redo_B05	Monocyte	Hematoma	2421	2	2	Monocyte|Hematoma|2421|2
ICHSeqBatch6redo_C01	GSM4975897	CD14+ monos/macs from blood of ICH patient number 2421 on day 3 of study - replicate 2	ICHSeqBatch6redo_C01	Monocyte	ICHBlood	2421	3	2	Monocyte|ICHBlood|2421|3
ICHSeqBatch6redo_C05	GSM4975931	CD14+ monos/macs from hematoma of ICH patient number 2129 on day 5 of study - replicate 1	ICHSeqBatch6redo_C05	Monocyte	Hematoma	2129	5	1	Monocyte|Hematoma|2129|5
ICHSeqBatch6redo_A01	GSM4975797	CD14+ monos/macs from hematoma of ICH patient number 2046 on day 1 of study - replicate 1	ICHSeqBatch6redo_A01	Monocyte	Hematoma	2046	1	1	Monocyte|Hematoma|2046|1
ICHSeqBatch6redo_A03	GSM4975803	CD14+ monos/macs from hematoma of ICH patient number 2046 on day 3 of study - replicate 1	ICHSeqBatch6redo_A03	Monocyte	Hematoma	2046	3	1	Monocyte|Hematoma|2046|3
ICHSeqBatch6redo_C04	GSM4975928	CD14+ monos/macs from hematoma of ICH patient number 2129 on day 4 of study - replicate 1	ICHSeqBatch6redo_C04	Monocyte	Hematoma	2129	4	1	Monocyte|Hematoma|2129|4
ICHSeqBatch6redo_C10	GSM4975927	CD14+ monos/macs from blood of ICH patient number 2129 on day 4 of study - replicate 1	ICHSeqBatch6redo_C10	Monocyte	ICHBlood	2129	4	1	Monocyte|ICHBlood|2129|4
ICHSeqBatch6redo_A08	GSM4975798	CD14+ monos/macs from blood of ICH patient number 2046 on day 2 of study - replicate 1	ICHSeqBatch6redo_A08	Monocyte	ICHBlood	2046	2	1	Monocyte|ICHBlood|2046|2
ICHSeqBatch6redo_C03	GSM4975926	CD14+ monos/macs from hematoma of ICH patient number 2129 on day 3 of study - replicate 1	ICHSeqBatch6redo_C03	Monocyte	Hematoma	2129	3	1	Monocyte|Hematoma|2129|3
ICHSeqBatch6redo_C09	GSM4975925	CD14+ monos/macs from blood of ICH patient number 2129 on day 3 of study - replicate 1	ICHSeqBatch6redo_C09	Monocyte	ICHBlood	2129	3	1	Monocyte|ICHBlood|2129|3
ICHSeqBatch6redo_C11	GSM4975930	CD14+ monos/macs from blood of ICH patient number 2129 on day 5 of study - replicate 1	ICHSeqBatch6redo_C11	Monocyte	ICHBlood	2129	5	1	Monocyte|ICHBlood|2129|5
ICHSeqBatch6redo_B01	GSM4975894	CD14+ monos/macs from hematoma of ICH patient number 2421 on day 2 of study - replicate 1	ICHSeqBatch6redo_B01	Monocyte	Hematoma	2421	2	1	Monocyte|Hematoma|2421|2
ICHSeqBatch6redo_B04	GSM4975892	CD14+ monos/macs from hematoma of ICH patient number 2421 on day 1 of study - replicate 2	ICHSeqBatch6redo_B04	Monocyte	Hematoma	2421	1	2	Monocyte|Hematoma|2421|1
ICHSeqBatch6redo_C02	GSM4975924	CD14+ monos/macs from hematoma of ICH patient number 2129 on day 2 of study - replicate 1	ICHSeqBatch6redo_C02	Monocyte	Hematoma	2129	2	1	Monocyte|Hematoma|2129|2
ICHSeqBatch6redo_B06	GSM4975899	CD14+ monos/macs from hematoma of ICH patient number 2421 on day 3 of study - replicate 2	ICHSeqBatch6redo_B06	Monocyte	Hematoma	2421	3	2	Monocyte|Hematoma|2421|3
ICHSeqBatch6redo_D02	GSM4975951	CD14+ monos/macs from hematoma of ICH patient number 2287 on day 2 of study - replicate 1	ICHSeqBatch6redo_D02	Monocyte	Hematoma	2287	2	1	Monocyte|Hematoma|2287|2
ICHSeqBatch6redo_B03	GSM4975900	CD14+ monos/macs from hematoma of ICH patient number 2421 on day 4 of study - replicate 1	ICHSeqBatch6redo_B03	Monocyte	Hematoma	2421	4	1	Monocyte|Hematoma|2421|4
ICHSeqBatch6redo_D04	GSM4975952	CD14+ monos/macs from hematoma of ICH patient number 2287 on day 2 of study - replicate 2	ICHSeqBatch6redo_D04	Monocyte	Hematoma	2287	2	2	Monocyte|Hematoma|2287|2
ICHSeqBatch6redo_D06	GSM4975948	CD14+ monos/macs from blood of ICH patient number 2287 on day 1 of study - replicate 1	ICHSeqBatch6redo_D06	Monocyte	ICHBlood	2287	1	1	Monocyte|ICHBlood|2287|1
ICHSeqBatch6redo_B02	GSM4975898	CD14+ monos/macs from hematoma of ICH patient number 2421 on day 3 of study - replicate 1	ICHSeqBatch6redo_B02	Monocyte	Hematoma	2421	3	1	Monocyte|Hematoma|2421|3
ICHSeqBatch6redo_A02	GSM4975799	CD14+ monos/macs from hematoma of ICH patient number 2046 on day 2 of study - replicate 1	ICHSeqBatch6redo_A02	Monocyte	Hematoma	2046	2	1	Monocyte|Hematoma|2046|2
ICHSeqBatch6redo_B10	GSM4975896	CD14+ monos/macs from blood of ICH patient number 2421 on day 3 of study - replicate 1	ICHSeqBatch6redo_B10	Monocyte	ICHBlood	2421	3	1	Monocyte|ICHBlood|2421|3
ICHSeqBatch6redo_D01	GSM4975949	CD14+ monos/macs from hematoma of ICH patient number 2287 on day 1 of study - replicate 1	ICHSeqBatch6redo_D01	Monocyte	Hematoma	2287	1	1	Monocyte|Hematoma|2287|1
ICHSeqBatch6redo_D05	GSM4975955	CD14+ monos/macs from hematoma of ICH patient number 2287 on day 3 of study - replicate 2	ICHSeqBatch6redo_D05	Monocyte	Hematoma	2287	3	2	Monocyte|Hematoma|2287|3
ICHSeqBatch6redo_B08	GSM4975891	CD14+ monos/macs from blood of ICH patient number 2421 on day 1 of study - replicate 1	ICHSeqBatch6redo_B08	Monocyte	ICHBlood	2421	1	1	Monocyte|ICHBlood|2421|1
ICHSeqBatch6redo_C08	GSM4975923	CD14+ monos/macs from blood of ICH patient number 2129 on day 2 of study - replicate 1	ICHSeqBatch6redo_C08	Monocyte	ICHBlood	2129	2	1	Monocyte|ICHBlood|2129|2
ICHSeqBatch6redo_C07	GSM4975932	CD14+ monos/macs from hematoma of ICH patient number 2129 on day 5 of study - replicate 2	ICHSeqBatch6redo_C07	Monocyte	Hematoma	2129	5	2	Monocyte|Hematoma|2129|5
ICHSeqBatch6redo_D07	GSM4975950	CD14+ monos/macs from blood of ICH patient number 2287 on day 2 of study - replicate 1	ICHSeqBatch6redo_D07	Monocyte	ICHBlood	2287	2	1	Monocyte|ICHBlood|2287|2
ICHSeqBatch7redo_C09	GSM4975786	CD14+ monos/macs from hematoma of ICH patient number 2480 on day 6 of study - replicate 1	ICHSeqBatch7redo_C09	Monocyte	Hematoma	2480	6	1	Monocyte|Hematoma|2480|6
ICHSeqBatch7redo_A11	GSM4975878	CD14+ monos/macs from hematoma of ICH patient number 2133 on day 2 of study - replicate 1	ICHSeqBatch7redo_A11	Monocyte	Hematoma	2133	2	1	Monocyte|Hematoma|2133|2
ICHSeqBatch7redo_D11	GSM4975848	CD14+ monos/macs from blood of ICH patient number 2026 on day 2 of study - replicate 1	ICHSeqBatch7redo_D11	Monocyte	ICHBlood	2026	2	1	Monocyte|ICHBlood|2026|2
ICHSeqBatch7redo_C11	GSM4975783	CD14+ monos/macs from hematoma of ICH patient number 2480 on day 4 of study - replicate 2	ICHSeqBatch7redo_C11	Monocyte	Hematoma	2480	4	2	Monocyte|Hematoma|2480|4
ICHSeqBatch7redo_D03	GSM4975833	CD14+ monos/macs from blood of ICH patient number 2184 on day 1 of study - replicate 2	ICHSeqBatch7redo_D03	Monocyte	ICHBlood	2184	1	2	Monocyte|ICHBlood|2184|1
ICHSeqBatch7redo_C10	GSM4975781	CD14+ monos/macs from hematoma of ICH patient number 2480 on day 3 of study - replicate 2	ICHSeqBatch7redo_C10	Monocyte	Hematoma	2480	3	2	Monocyte|Hematoma|2480|3
ICHSeqBatch7redo_A05	GSM4975958	CD14+ monos/macs from blood of healthy control number HC067076 on day 1 of study - replicate 1	ICHSeqBatch7redo_A05	Monocyte	ICHBlood	CD14+ monos/macs from blood of healthy control number HC067076 on day 1 of study - replicate 1	1	1	Monocyte|ICHBlood|CD14+ monos/macs from blood of healthy control number HC067076 on day 1 of study - replicate 1|1
ICHSeqBatch7redo_D10	GSM4975847	CD14+ monos/macs from blood of ICH patient number 2026 on day 1 of study - replicate 1	ICHSeqBatch7redo_D10	Monocyte	ICHBlood	2026	1	1	Monocyte|ICHBlood|2026|1
ICHSeqBatch7redo_E03	GSM4975853	CD14+ monos/macs from hematoma of ICH patient number 2026 on day 3 of study - replicate 1	ICHSeqBatch7redo_E03	Monocyte	Hematoma	2026	3	1	Monocyte|Hematoma|2026|3
ICHSeqBatch7redo_C07	GSM4975782	CD14+ monos/macs from hematoma of ICH patient number 2480 on day 4 of study - replicate 1	ICHSeqBatch7redo_C07	Monocyte	Hematoma	2480	4	1	Monocyte|Hematoma|2480|4
ICHSeqBatch7redo_D07	GSM4975838	CD14+ monos/macs from hematoma of ICH patient number 2184 on day 4 of study - replicate 2	ICHSeqBatch7redo_D07	Monocyte	Hematoma	2184	4	2	Monocyte|Hematoma|2184|4
ICHSeqBatch7redo_D01	GSM4975835	CD14+ monos/macs from blood of ICH patient number 2184 on day 2 of study - replicate 1	ICHSeqBatch7redo_D01	Monocyte	ICHBlood	2184	2	1	Monocyte|ICHBlood|2184|2
ICHSeqBatch7redo_B02	GSM4975877	CD14+ monos/macs from blood of ICH patient number 2133 on day 2 of study - replicate 1	ICHSeqBatch7redo_B02	Monocyte	ICHBlood	2133	2	1	Monocyte|ICHBlood|2133|2
ICHSeqBatch7redo_E02	GSM4975850	CD14+ monos/macs from hematoma of ICH patient number 2026 on day 2 of study - replicate 1	ICHSeqBatch7redo_E02	Monocyte	Hematoma	2026	2	1	Monocyte|Hematoma|2026|2
ICHSeqBatch7redo_C03	GSM4975784	CD14+ monos/macs from blood of ICH patient number 2480 on day 5 of study - replicate 1	ICHSeqBatch7redo_C03	Monocyte	ICHBlood	2480	5	1	Monocyte|ICHBlood|2480|5
ICHSeqBatch7redo_A02	GSM4975959	CD14+ monos/macs from blood of healthy control number HC067371 on day 1 of study - replicate 1	ICHSeqBatch7redo_A02	Monocyte	ICHBlood	CD14+ monos/macs from blood of healthy control number HC067371 on day 1 of study - replicate 1	1	1	Monocyte|ICHBlood|CD14+ monos/macs from blood of healthy control number HC067371 on day 1 of study - replicate 1|1
ICHSeqBatch7redo_C05	GSM4975779	CD14+ monos/macs from blood of ICH patient number 2480 on day 3 of study - replicate 2	ICHSeqBatch7redo_C05	Monocyte	ICHBlood	2480	3	2	Monocyte|ICHBlood|2480|3
ICHSeqBatch7redo_D08	GSM4975837	CD14+ monos/macs from hematoma of ICH patient number 2184 on day 4 of study - replicate 1	ICHSeqBatch7redo_D08	Monocyte	Hematoma	2184	4	1	Monocyte|Hematoma|2184|4
ICHSeqBatch7redo_D06	GSM4975836	CD14+ monos/macs from hematoma of ICH patient number 2184 on day 3 of study - replicate 1	ICHSeqBatch7redo_D06	Monocyte	Hematoma	2184	3	1	Monocyte|Hematoma|2184|3
ICHSeqBatch7redo_E04	GSM4975855	CD14+ monos/macs from hematoma of ICH patient number 2026 on day 4 of study - replicate 1	ICHSeqBatch7redo_E04	Monocyte	Hematoma	2026	4	1	Monocyte|Hematoma|2026|4
ICHSeqBatch7redo_A01	GSM4975962	CD14+ monos/macs from blood of healthy control number HC067973 on day 1 of study - replicate 1	ICHSeqBatch7redo_A01	Monocyte	ICHBlood	CD14+ monos/macs from blood of healthy control number HC067973 on day 1 of study - replicate 1	1	1	Monocyte|ICHBlood|CD14+ monos/macs from blood of healthy control number HC067973 on day 1 of study - replicate 1|1
ICHSeqBatch7redo_E01	GSM4975854	CD14+ monos/macs from blood of ICH patient number 2026 on day 4 of study - replicate 1	ICHSeqBatch7redo_E01	Monocyte	ICHBlood	2026	4	1	Monocyte|ICHBlood|2026|4
ICHSeqBatch7redo_D02	GSM4975839	CD14+ monos/macs from blood of ICH patient number 2184 on day 5 of study - replicate 1	ICHSeqBatch7redo_D02	Monocyte	ICHBlood	2184	5	1	Monocyte|ICHBlood|2184|5
ICHSeqBatch7redo_C06	GSM4975780	CD14+ monos/macs from hematoma of ICH patient number 2480 on day 3 of study - replicate 1	ICHSeqBatch7redo_C06	Monocyte	Hematoma	2480	3	1	Monocyte|Hematoma|2480|3
ICHSeqBatch7redo_E07	GSM4975851	CD14+ monos/macs from hematoma of ICH patient number 2026 on day 2 of study - replicate 2	ICHSeqBatch7redo_E07	Monocyte	Hematoma	2026	2	2	Monocyte|Hematoma|2026|2
ICHSeqBatch7redo_C04	GSM4975785	CD14+ monos/macs from blood of ICH patient number 2480 on day 6 of study - replicate 1	ICHSeqBatch7redo_C04	Monocyte	ICHBlood	2480	6	1	Monocyte|ICHBlood|2480|6
ICHSeqBatch7redo_B04	GSM4975881	CD14+ monos/macs from blood of ICH patient number 2133 on day 4 of study - replicate 1	ICHSeqBatch7redo_B04	Monocyte	ICHBlood	2133	4	1	Monocyte|ICHBlood|2133|4
ICHSeqBatch7redo_B01	GSM4975874	CD14+ monos/macs from blood of ICH patient number 2133 on day 1 of study - replicate 1	ICHSeqBatch7redo_B01	Monocyte	ICHBlood	2133	1	1	Monocyte|ICHBlood|2133|1
ICHSeqBatch7redo_D04	GSM4975834	CD14+ monos/macs from hematoma of ICH patient number 2184 on day 1 of study - replicate 1	ICHSeqBatch7redo_D04	Monocyte	Hematoma	2184	1	1	Monocyte|Hematoma|2184|1
ICHSeqBatch7redo_A04	GSM4975961	CD14+ monos/macs from blood of healthy control number HC067724 on day 1 of study - replicate 1	ICHSeqBatch7redo_A04	Monocyte	ICHBlood	CD14+ monos/macs from blood of healthy control number HC067724 on day 1 of study - replicate 1	1	1	Monocyte|ICHBlood|CD14+ monos/macs from blood of healthy control number HC067724 on day 1 of study - replicate 1|1
ICHSeqBatch7redo_C01	GSM4975778	CD14+ monos/macs from blood of ICH patient number 2480 on day 3 of study - replicate 1	ICHSeqBatch7redo_C01	Monocyte	ICHBlood	2480	3	1	Monocyte|ICHBlood|2480|3
ICHSeqBatch7redo_E08	GSM4975856	CD14+ monos/macs from hematoma of ICH patient number 2026 on day 4 of study - replicate 2	ICHSeqBatch7redo_E08	Monocyte	Hematoma	2026	4	2	Monocyte|Hematoma|2026|4
ICHSeqBatch7redo_B03	GSM4975879	CD14+ monos/macs from blood of ICH patient number 2133 on day 3 of study - replicate 1	ICHSeqBatch7redo_B03	Monocyte	ICHBlood	2133	3	1	Monocyte|ICHBlood|2133|3
ICHSeqBatch7redo_B06	GSM4975882	CD14+ monos/macs from blood of ICH patient number 2133 on day 5 of study - replicate 1	ICHSeqBatch7redo_B06	Monocyte	ICHBlood	2133	5	1	Monocyte|ICHBlood|2133|5
ICHSeqBatch7redo_E06	GSM4975857	CD14+ monos/macs from blood of ICH patient number 2026 on day 5 of study - replicate 1	ICHSeqBatch7redo_E06	Monocyte	ICHBlood	2026	5	1	Monocyte|ICHBlood|2026|5
ICHbatch8_B06	GSM4975844	CD14+ monos/macs from hematoma of ICH patient number 2457 on day 3 of study - replicate 2	ICHbatch8_B06	Monocyte	Hematoma	2457	3	2	Monocyte|Hematoma|2457|3
ICHbatch8_C04	GSM4975860	CD14+ monos/macs from hematoma of ICH patient number 2331 on day 1 of study - replicate 1	ICHbatch8_C04	Monocyte	Hematoma	2331	1	1	Monocyte|Hematoma|2331|1
